"group","local_path","source_url","retrieved_at_utc","status","http_status","content_type","size_bytes","sha256","error","data_origin"
"wsdot_c8078_idr","raw/wsdot/C8078/idrs/IDR-2011-01-13.pdf","https://data.wsdot.wa.gov/accountability/ssb5806/Repository/7_Project%20Delivery/C-8078%20-%20Temp%20Test%20Pile/1-25%20Inspector%27s%20Daily%20Report/IDR-2011-01-13.pdf","2026-09-01T09:37:15.1149581Z","already_present",,,"409711","69f3b461d41d7136ea17cd454d94c8980dfa0bc36c2684676b1fb538ffc1bc9f","","real"
"wsdot_c8078_idr","raw/wsdot/C8078/idrs/IDR-2011-01-14.pdf","https://data.wsdot.wa.gov/accountability/ssb5806/Repository/7_Project%20Delivery/C-8078%20-%20Temp%20Test%20Pile/1-25%20Inspector%27s%20Daily%20Report/IDR-2011-01-14.pdf","2026-09-01T09:37:15.1149581Z","already_present",,,"1004220","ea6f2f929d6210eaaf1fa23e9438ca8707d93b7db2545c7371f722642452101c","","real"
"wsdot_c8078_idr","raw/wsdot/C8078/idrs/IDR-2011-02-01.pdf","https://data.wsdot.wa.gov/accountability/ssb5806/Repository/7_Project%20Delivery/C-8078%20-%20Temp%20Test%20Pile/1-25%20Inspector%27s%20Daily%20Report/IDR-2011-02-01.pdf","2026-09-01T09:37:15.1149581Z","already_present",,,"300320","880518c98759e9eb58118a8ec2fee1a093f25c3aafe4c629ec1d82078e7fa267","","real"
"wsdot_c8078_idr","raw/wsdot/C8078/idrs/IDR-2011-02-04.pdf","https://data.wsdot.wa.gov/accountability/ssb5806/Repository/7_Project%20Delivery/C-8078%20-%20Temp%20Test%20Pile/1-25%20Inspector%27s%20Daily%20Report/IDR-2011-02-04.pdf","2026-09-01T09:37:15.1149581Z","already_present",,,"72394","0d3baf1a726883eee4ff5dd24bd9c55896e59ee70d4efba122a49e91400b934c","","real"
"wsdot_c8078_idr","raw/wsdot/C8078/idrs/IDR-2011-02-07.pdf","https://data.wsdot.wa.gov/accountability/ssb5806/Repository/7_Project%20Delivery/C-8078%20-%20Temp%20Test%20Pile/1-25%20Inspector%27s%20Daily%20Report/IDR-2011-02-07.pdf","2026-09-01T09:37:15.1149581Z","already_present",,,"708115","e9890de251f575f1cf354ab0c9955e1faf06ad183ccadd1d7f7b31cb78d25178","","real"
"wsdot_c8078_idr","raw/wsdot/C8078/idrs/IDR-2011-02-10.pdf","https://data.wsdot.wa.gov/accountability/ssb5806/Repository/7_Project%20Delivery/C-8078%20-%20Temp%20Test%20Pile/1-25%20Inspector%27s%20Daily%20Report/IDR-2011-02-10.pdf","2026-09-01T09:37:15.1149581Z","already_present",,,"275011","fefaeb86f43d8a9f70c3ea946faadb03401e5320f7e3d1ad63a7262bb53c8166","","real"
"wsdot_c8078_idr","raw/wsdot/C8078/idrs/IDR-2011-02-11-2.pdf","https://data.wsdot.wa.gov/accountability/ssb5806/Repository/7_Project%20Delivery/C-8078%20-%20Temp%20Test%20Pile/1-25%20Inspector%27s%20Daily%20Report/IDR-2011-02-11-2.pdf","2026-09-01T09:37:15.1149581Z","already_present",,,"1811930","cf5e4904d8d3d8a6d86618e62d26fb1d5f6c59e4436c92ac472f7285e1703d80","","real"
"wsdot_c8078_idr","raw/wsdot/C8078/idrs/IDR-2011-02-11-TN.pdf","https://data.wsdot.wa.gov/accountability/ssb5806/Repository/7_Project%20Delivery/C-8078%20-%20Temp%20Test%20Pile/1-25%20Inspector%27s%20Daily%20Report/IDR-2011-02-11-TN.pdf","2026-09-01T09:37:15.1149581Z","already_present",,,"341008","8ebb0dbf1665e761384ace40e33b7e8c6b920e7bf093f382a616c8c1aa0dfe8d","","real"
"wsdot_c8078_idr","raw/wsdot/C8078/idrs/IDR-2011-02-11.pdf","https://data.wsdot.wa.gov/accountability/ssb5806/Repository/7_Project%20Delivery/C-8078%20-%20Temp%20Test%20Pile/1-25%20Inspector%27s%20Daily%20Report/IDR-2011-02-11.pdf","2026-09-01T09:37:15.1149581Z","already_present",,,"78336","d8e83c7f8d39c74c996a63fec73f1c0f10bb23908355c215f4d17046a7e9fd9d","","real"
"wsdot_c8078_idr","raw/wsdot/C8078/idrs/IDR-2011-02-12-TN.pdf","https://data.wsdot.wa.gov/accountability/ssb5806/Repository/7_Project%20Delivery/C-8078%20-%20Temp%20Test%20Pile/1-25%20Inspector%27s%20Daily%20Report/IDR-2011-02-12-TN.pdf","2026-09-01T09:37:15.1149581Z","already_present",,,"339793","696898dd1bfff93046c1d0a8ebcf03e5b12dc2576f015a5aaa6ac5a2f17df1e7","","real"
