record_id,source_row,accident_type,factor_path,factor_name,span_index,span_text,keywords_json,data_origin,is_real,source_artifact_id,annotation_origin,verification_status
162549.015,1,struck-by,working_circumstances,working_circumstances,1,Employee #1 was working for a site preparation contractor. Employee #1 was driving a semi-truck with a trailer filled with gravel after leaving a stone quarry,"[""working for a site preparation contractor"", ""driving a semi-truck with a trailer filled with gravel"", ""after leaving a stone quarry""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
162549.015,1,struck-by,object_involved,object_involved,1,embankment,"[""embankment""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
162549.015,1,struck-by,equipment_factors,equipment_factors,1,two of the truck's brakes were not working at the time of the accident,"[""truck's brakes"", ""not working""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
162549.015,1,struck-by,equipment_factors/work_equipment_condition,work_equipment_condition,1,truck's brakes were not working,"[""truck's brakes"", ""not working""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
162549.015,1,struck-by,consequences,consequences,1,fatal injuries to employee #1,"[""fatal injuries""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
162301.015,2,caught-in/between,working_circumstances,working_circumstances,1,Employee #1 was working for an elevator installation and maintenance contractor. Employee #1 was troubleshooting and performing maintenance on a two-story residential ADA elevator,"[""working for an elevator installation and maintenance contractor"", ""troubleshooting and performing maintenance"", ""two-story residential ADA elevator""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
162301.015,2,caught-in/between,object_involved,object_involved,1,elevator,"[""elevator""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
162301.015,2,caught-in/between,behavioral_factors,behavioral_factors,1,Employee#1 disengaged the safety interlock on the outer elevator door on the first floor while the elevator was on the second floor,"[""disengaged the safety interlock"", ""outer elevator door""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
162301.015,2,caught-in/between,behavioral_factors/noncompliant_behavior,noncompliant_behavior,1,disengaged the safety interlock on the outer elevator door,"[""disengaged the safety interlock"", ""outer elevator door""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
162301.015,2,caught-in/between,consequences,consequences,1,causing his death from brain and other traumatic injuries,"[""death"", ""brain and other traumatic injuries""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
162301.015,2,caught-in/between,consequences/affected_body_part,affected_body_part,1,brain,"[""brain""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
161286.015,3,fall,working_circumstances,working_circumstances,1,An employee working as a roofer for a roofing contractor had traveled up a low slope roof that had 8-flush mounted skylights. The employee was not using a personal fall protection system and the skylights were not protected with either guardrails or covers. The employee was tasked with identifying leaking areas for resealing. The employee had taken a video and texted it to the property owner with his observations on the roof,"[""working as a roofer for a roofing contractor"", ""traveled up a low slope roof"", ""8-flush mounted skylights"", ""identifying leaking areas for resealing""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
161286.015,3,fall,object_involved,object_involved,1,skylight,"[""skylight""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
161286.015,3,fall,working_condition_factors,working_condition_factors,1,skylights were not protected with either guardrails or covers,"[""skylights"", ""not protected with either guardrails or covers""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
161286.015,3,fall,working_condition_factors/workspace_condition,workspace_condition,1,skylights were not protected with either guardrails or covers,"[""skylights"", ""not protected with either guardrails or covers""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
161286.015,3,fall,behavioral_factors,behavioral_factors,1,employee was not using a personal fall protection system,"[""not using a personal fall protection system""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
161286.015,3,fall,behavioral_factors/noncompliant_behavior,noncompliant_behavior,1,was not using a personal fall protection system,"[""not using a personal fall protection system""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
161286.015,3,fall,consequences,consequences,1,employee had died from blunt force trauma to the head,"[""died from blunt force trauma to the head""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
161286.015,3,fall,consequences/affected_body_part,affected_body_part,1,head,"[""head""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
160487.015,4,struck-by,working_circumstances,working_circumstances,1,Employee #1 and Employee #2 were employed by a construction exterior finishing contractor. Employee #1 and Employee #2 were installing OSB exterior sheeting at the ground level of the residential structure. Lumber and OSB Sheathing were being unloaded from semi-trucks with a crane to the second level of the structure,"[""employed by a construction exterior finishing contractor"", ""installing OSB exterior sheeting"", ""ground level of the residential structure""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
160487.015,4,struck-by,object_involved,object_involved,1,Lumber,"[""Lumber""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
160487.015,4,struck-by,equipment_factors,equipment_factors,1,lumber and sheathing were rigged with nylon straps which became displaced,"[""nylon straps"", ""became displaced""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
160487.015,4,struck-by,equipment_factors/work_equipment_condition,work_equipment_condition,1,nylon straps which became displaced,"[""nylon straps"", ""became displaced""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
160487.015,4,struck-by,consequences,consequences,1,Employee #1 was fatally injured due to blunt force trauma to the head and neck. Employee #2 received multiple severe lacerations to both arms and was hospitalized,"[""fatally injured"", ""blunt force trauma to the head and neck"", ""multiple severe lacerations to both arms"", ""hospitalized""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
160487.015,4,struck-by,consequences/affected_body_part,affected_body_part,1,head,"[""head""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
160487.015,4,struck-by,consequences/affected_body_part,affected_body_part,2,neck,"[""neck""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
160487.015,4,struck-by,consequences/affected_body_part,affected_body_part,3,arms,"[""arms""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
160149.015,5,fall,working_circumstances,working_circumstances,1,An employee working as a roofer for a residential remodeler was working on the top of a detached garage replacing a roof,"[""working as a roofer for a residential remodeler"", ""working on the top of a detached garage"", ""replacing a roof""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
160149.015,5,fall,object_involved,object_involved,1,skylight opening,"[""skylight opening""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
160149.015,5,fall,managerial_factors,managerial_factors,1,did not receive training on fall protection and the hazards associated with falls,"[""did not receive training"", ""fall protection"", ""hazards associated with falls""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
160149.015,5,fall,managerial_factors/deficiency_in_safety_training,deficiency_in_safety_training,1,did not receive training on fall protection and the hazards associated with falls,"[""did not receive training"", ""fall protection"", ""hazards associated with falls""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
160149.015,5,fall,behavioral_factors,behavioral_factors,1,employee was not wearing fall protection at the time of the fall,"[""not wearing fall protection""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
160149.015,5,fall,behavioral_factors/noncompliant_behavior,noncompliant_behavior,1,was not wearing fall protection,"[""not wearing fall protection""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
160149.015,5,fall,consequences,consequences,1,The employee sustained a concussion and died as a result of his injuries,"[""sustained a concussion"", ""died""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
160045.015,6,fall,working_circumstances,working_circumstances,1,"Employee #1, a construction laborer, was operating a handheld concrete saw (14-inch blade) to cut the rebar located on the concrete floor being demolished. After the rebar was cut, chipping hammers were used to demolish the concrete floor, which would fall onto the first floor below","[""construction laborer"", ""operating a handheld concrete saw"", ""cut the rebar"", ""concrete floor being demolished""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
160045.015,6,fall,object_involved,object_involved,1,concrete slab,"[""concrete slab""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
160045.015,6,fall,behavioral_factors,behavioral_factors,1,His personal fall arrest system was not rigged,"[""personal fall arrest system"", ""not rigged""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
160045.015,6,fall,behavioral_factors/noncompliant_behavior,noncompliant_behavior,1,personal fall arrest system was not rigged,"[""personal fall arrest system"", ""not rigged""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
160045.015,6,fall,consequences,consequences,1,Employee #1 was hospitalized and was taken off from life support and died due to a head injury,"[""hospitalized"", ""taken off from life support"", ""died"", ""head injury""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
160045.015,6,fall,consequences/affected_body_part,affected_body_part,1,head,"[""head""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
159955.015,7,struck-by,working_circumstances,working_circumstances,1,An employee operating an air wand for a road paving and surfacing company was cleaning out road cracks with compressed air. The employee was standing in front of a Ford F250 Truck towing the compressor,"[""operating an air wand"", ""road paving and surfacing company"", ""cleaning out road cracks with compressed air"", ""standing in front of a Ford F250 Truck"", ""towing the compressor""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
159955.015,7,struck-by,object_involved,object_involved,1,Truck,"[""Truck""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
159955.015,7,struck-by,behavioral_factors,behavioral_factors,1,Coworker #2 was operating the truck and appeared to fall asleep when he inadvertently stepped on the gas pedal,"[""fall asleep"", ""inadvertently stepped on the gas pedal""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
159955.015,7,struck-by,behavioral_factors/inattentive_behavior,inattentive_behavior,1,fall asleep when he inadvertently stepped on the gas pedal,"[""fall asleep"", ""inadvertently stepped on the gas pedal""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
159955.015,7,struck-by,consequences,consequences,1,employee amputated his leg and sustained multiple fractures and died,"[""amputated his leg"", ""multiple fractures"", ""died""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
159955.015,7,struck-by,consequences/affected_body_part,affected_body_part,1,leg,"[""leg""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
160027.015,8,electrocution,working_circumstances,working_circumstances,1,"An employee working as a power line worker for an electrical contractor had climbed up a wooden pole using a combination of a ladder and climbing spurs. Once on top, the employee covered the electrically charged wires with electric blankets and began to change out an existing cutout underground riser switch. The employee grabbed the upper piece of the riser and was attempting to connect the lower portion of the riser","[""working as a power line worker for an electrical contractor"", ""climbed up a wooden pole"", ""ladder and climbing spurs"", ""covered the electrically charged wires with electric blankets"", ""change out an existing cutout underground riser switch""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
160027.015,8,electrocution,object_involved,object_involved,1,riser,"[""riser""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
160027.015,8,electrocution,behavioral_factors,behavioral_factors,1,employee removed the electrical blanket from the riser to better feel the cable while he attempted to crimp the connection,"[""removed the electrical blanket from the riser""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
160027.015,8,electrocution,behavioral_factors/noncompliant_behavior,noncompliant_behavior,1,removed the electrical blanket from the riser,"[""removed the electrical blanket from the riser""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
160027.015,8,electrocution,consequences,consequences,1,causing extensive burns around the neck and back as well as the left thigh. His left thigh was torn apart and the skin was ripped open approximately 6 to 8 inches. The employee died from his injuries,"[""extensive burns around the neck and back"", ""left thigh"", ""left thigh was torn apart"", ""skin was ripped open"", ""died""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
160027.015,8,electrocution,consequences/affected_body_part,affected_body_part,1,thigh,"[""thigh""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
159883.015,9,fall,working_circumstances,working_circumstances,1,An employee working as a carpenter for a construction contractor was working on a crew of with 5 coworkers setting 80-foot-long metal-connected wood trusses. The crew was working on a 250-foot by 80-foot new warehouse building constructed of masonry block walls. The employee worked with a coworker outside the building rigging trusses to fly in by crane,"[""working as a carpenter"", ""construction contractor"", ""setting 80-foot-long metal-connected wood trusses"", ""new warehouse building constructed of masonry block walls"", ""rigging trusses to fly in by crane""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
159883.015,9,fall,object_involved,object_involved,1,trusses,"[""trusses""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
159883.015,9,fall,behavioral_factors,behavioral_factors,1,employee climbed out of a scissor lift and climbed onto one of the trusses without fall protection,"[""climbed out of a scissor lift"", ""climbed onto one of the trusses"", ""without fall protection""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
159883.015,9,fall,behavioral_factors/noncompliant_behavior,noncompliant_behavior,1,climbed out of a scissor lift and climbed onto one of the trusses without fall protection,"[""climbed out of a scissor lift"", ""climbed onto one of the trusses"", ""without fall protection""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
159883.015,9,fall,consequences,consequences,1,died from head trauma,"[""died"", ""head trauma""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
159883.015,9,fall,consequences/affected_body_part,affected_body_part,1,head,"[""head""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
159608.015,10,fall,working_circumstances,working_circumstances,1,An employee working as a construction laborer for a framing contractor was installing ceiling trusses on a multi-family residence. The employee was attaching a truss to an I-Beam,"[""working as a construction laborer for a framing contractor"", ""installing ceiling trusses on a multi-family residence"", ""attaching a truss to an I-Beam""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
